film.title	year	imdb	format	languages	NTSC/PAL	duration	source	info	N.	NEW
Krysar (The Pied Piper of Hamelin)	1986	tt0174834	DVD5	Gibberish	PAL	0h52m49s	DVD	full DVD + extras	733	false
Ku Fang il ciclone di Hong Kong	1972	tt0071319	DVD5	ITA	PAL	1h23m19s	TV	[ASIA]	373	false
Kung fu, il vendicatore solitario	1973	tt1715330	DVD5	ITA	PAL	1h25m18s	Telecine	[ASIA]	275	false
Kung fu, l'arte di uccidere	1972	tt0068874	DVD5	ITA	PAL	1h27m47s	Telecine	[ASIA]	317	false
L'albero della maldicenza	1979	tt0078746	DVD5	ITA	PAL	1h23m59s	VHS	none	166	false
L'altro piatto della bilancia	1972	tt19512536/	DVD5	ITA	PAL	1h47m15s	VHS	none	696	false
L'amante del demonio	1972	tt0068199	DVD9	ITA	PAL	1h17m06s	DVD	full DVD	429	false
L'amante del vampiro	1960	tt0052555	DVD9	ITA/ENGsub	PAL	1h23m42s	DVD	full DVD	188	false
L'amico del padrino	1972	tt0068202	DVD5	ITA	PAL	1h23m58s	VHS	none	247	false
L'assassino fantasma	1969	tt0062438	DVD5	ITA/ENG/ESP	PAL	---	TV	none	236	false
L'assassino ha le ore contate	1968	tt0061516	DVD5	ITA	PAL	1h40m08s	DVD	full DVD	445	false
L'astronave fantasma	1961	tt0055562	DVD5	ITA/ITA 5.1/ENG	PAL	1h09m13s	DVD	[ASIA] full DVD	333	false
L’attentato	1972	tt0068233	DVD5	ITA	PAL	1h59m22s	DTT	blank at the beginning	743	false
L'eretica	1975	tt0071465	DVD5	ITA/ENGsub	PAL	---	DVD	none	104	false
L'impero del sole	1956	tt0048200	DVD5	ITA	PAL	1h22m15s	TV	none	289	false
L'importante è non farsi notare	1979	tt0179232	DVD5	ITA	PAL	---	VHS	none	36	false
L'inafferrabile invincibile Mr. Invisibile	1970	tt0065842	DVD5	ITA	PAL	---	TV	none	89	false
L'inafferrabile invincibile Mr. Invisibile	1970	tt0065842	DVD5	ITA	PAL	1h47m05s	Telecine	none	705	false
L'inceneritore	1984	tt0179236	DVD5	ITA	PAL	1h36m13s	Master	none	713	false
L'inferno nella mano	1972	tt0164425	DVD5	ITA	PAL	1h24m34s	VHS	[ASIA]	315	false
L'interrogatorio	1970	tt0179880	DVD5	ITA	PAL	2h01m49s	VHS	33mins blank tape; Italian edition, longer cut	242	false
L'invasione – Marte attacca Terra	1966	tt0060302	DVD5	ITA/ENG	PAL	1h18m14s	DVD	full DVD	342	false
L'invasione degli astromostri	1965	tt0059346	DVD5	ITA/JAP	PAL	1h34m13s	DVD	[ASIA] retail DVD	0	false
L'invasione degli ultratopi	1972	tt0069162	DVD5	ITA	PAL	1h28m04s	VHS	none	468	false
L'invasione dei mostri verdi AKA Il giorno dei Trifidi	1963	tt0055894	DVD5	ITA	PAL	-	DVD	full DVD	0	false
L'invincibile Batman (Yilmayan seytan)	1973	tt0185027	DVD5	ITA	PAL	1h25m46s	DVD	full DVD + extras; longest existing cut 	773	false
L'invincibile Batman (Yilmayan seytan)	1973	tt0185027	DVD5	ITA	PAL	---	VHS	none	84	false
L'invincibile ninja	1981	tt0082332	DVD5	ITA/ENG	PAL	1h39m49s	Bluray	custom mux	638	false
L'ira di Dio	1968	tt0063044	DVD5	ITA	PAL	1h32m23s	DVD	none	403	false
L'orgia dei morti	1973	tt0069046	DVD5	ITA	PAL	1h30m21s	DVD	full DVD	208	false
L'orgia notturna dei vampiri	1974	tt0069047	DVD5	ITA	PAL	---	DVD	full DVD	306	false
L'ossessa	1974	tt0072147	DVD5	ITA/ENG/GER	PAL	---	DVD + VHS	uncut composite	100	false
L'ultima preda del vampiro	1960	tt0056633	DVD5	ITA/ENG	PAL	1h17m23s	DVD	full DVD + extras	601	false
L'ultima sfida di Bruce Lee	1981	tt0076709	DVD5	ITA	PAL	---	DVD	[ASIA] full DVD	501	false
L'ultimo combattimento di Chen	1978	tt0077594	DVD5	ITA/ENG	PAL	---	DVD	[ASIA] full DVD	0	false
L’ultimo combattimento di Chen	1978	tt0077594	DVD5	ITA/ENG	PAL	1h36m07s	DVD	[ASIA] full DVD	382	false
L'ultimo giorno	1985	tt0214228	DVD5	ITA	PAL	1h24m47s	VHS	none	701	false
L'ultimo giorno	1985	tt0214228	DVD5	ITA	PAL	1h24m47s	VHS	none	701	false
L'umanoide	1979	tt0080058	DVD5	ITA/ENG	PAL	---	DVD	none	37	false
L'uomo che fuggì dal futuro - THX 1138	1974	tt0066434	DVD5	ITA	NTSC	1h20m38s	VHS	original Italian version	408	false
L'uomo con 2 teste	1972	tt0068911	DVD5	ITA	PAL	1h17m25s	VHS	none	468	false
L'uomo dagli occhi di ghiaccio	1971	tt0067913	DVD5	ITA/ENG	PAL	1h31m13s	DTT + VHS	custom uncut mux	488	false
L'uomo del kung-fu	1973	tt0200888	DVD5	ITA	PAL	1h32m45s	Telecine	[ASIA]	316	false
L'uomo della strada fa giustizia	1975	tt0135026	DVD5	ITA/ENG	PAL	1h31m35s	DVD	none	396	false
L'uomo di Santa Cruz	1977	tt0076261	DVD5	ITA	PAL	1h43m51s	VHS	none	661	false
L'uomo mascherato contro i pirati (L'uomo mascherato contro il corsaro nero)	1964	tt0059852	DVD5	ITA	PAL	1h19m36s	DVD	full DVD	478	false
L'uomo puma	1980	tt0081693	DVD5	ITA/ENG/GER	PAL	1h32m21s	DTT	custom menu	20	false
L'uomo senza corpo	1959	tt0052718	DVD5	ITA/ENG	PAL	1h15m47s	DVD	full DVD + extras	465	false
L'uomo, l'orgoglio, la vendetta	1967	tt0062424	DVD5	ITA	PAL	1h36m43s	DVD	full DVD + extras	524	false
L’urlo di Chen terrorizza anche l’occidente	1972	tt0068767	DVD5	ITA	PAL	1h24m09s	DVD	[ASIA] full DVD	371	false
La banda J. e S. - Cronaca criminale del Far West	1972	tt0068702	DVD9	ITA/ENG/FRE	PAL	1h33m34s	DVD	full DVD + extras	0	false
La banda Vallanzasca	1977	tt0077206	DVD5	ITA/ENGsub	PAL	---	DTT + VHS	custom uncut	305	false
La battaglia di Maratona	1959	tt0052604	DVD9	ITA/FRE	PAL	1h23m56s	DVD	full DVD	0	false
La bella e la bestia	1977	tt0075738	DVD5	ITA	PAL	1h38m35s	DVD	full Cinekult DVD	443	false
La bestia y la espada mágica	1983	tt0085233	DVD9	ESP/ENGsub	PAL	1h47m46s	DVD	full DVD + extras	0	false
La bimba di Satana (XXX ver.)	1982	tt0080438	DVD5	ITA/GER	PAL	1h25m26s	DVD	none	68	false
La cámara del terror (Fear Chamber)	1968	tt0062960	DVD5	ENG/ESP	NTSC	1h27m41s	DVD	full DVD	574	false
La canzone più bella	1957	tt0050227	DVD5	ITA	PAL	1h30m55s	VHS	none	667	false
La casa 3	1988	tt0093090	DVD5	ITA/ITAsub	PAL	---	DVD	none	119	false
La casa nel tempo	1989	tt0097021	DVD5	ITA	PAL	1h20m13s	DVD	full DVD + extras	428	false
La croce dalle sette pietre	1987	tt0167851	DVD5	ITA	PAL	---	VHS	none	91	false
La dialectique peut-elle casser des briques? (Can dialectics break bricks?)	1973	tt0069970	DVD5	FRE/ENGsub	NTSC	1h22m14s	VHS	[ASIA]	0	false
La donna a una dimensione	1969	tt0168686	DVD5	ITA	PAL	1h34m41s	Telecine	none	361	false
Là dove non batte il sole	1974	tt0071784	DVD5	ITA	PAL	1h35m57s	DVD	full DVD	615	false
La farfalla nel mirino	1967	tt0061882	DVD5	ITA/JAP	PAL	1h30m57s	DVD	[ASIA] full DVD + extras	591	false
La gang dell'arancia meccanica	1974	tt0280224	DVD5	ITA/GER/ENGsub	PAL	1h15m56s	DVD	full DVD	605	false
La ghigliottina volante	1975	tt0071512	DVD9	ITA	PAL	1h41m44s	DVD	full DVD + extras	0	false
La guerra dei robot	1978	tt0077640	DVD5	ITA/DUTsub	PAL	---	VHS	none	35	false
La guerrera vengadora 2-a parte	1991	tt0206391	DVD5	ESP/ENGsub	NTSC	1h32m00s	VHS	none	175	false
La iena dalle zanne d'acciaio	1973	NOimdb	DVD5	ITA	PAL	1h15m43s	Telecine	[ASIA]	348	false
La legge dei gangsters	1969	tt0064870	DVD5	ITA/ENG/GER	PAL	1h29m31s	VHS	uncut custom composite	613	false
La leggenda vichinga	1957	tt0052156	DVD5	ITA	PAL	1h02m45s	DVD	full DVD + extras	737	false
La locanda della maladolescenza	1980	tt0125845	DVD5	ESP	PAL	1h23m06s	VHS	none	0	false
La lunga notte di Tombstone	1968	tt0062839	DVD5	ITA	PAL	1h22m45s	VHS	custom mux	604	false
La lunga notte di Veronique	1966	tt0183441	DVD5	ITA	PAL	1h26m41s	VHS	proper VHS2DVD	216	false
La lunga sfida	1967	tt0062912	DVD5	ITA	PAL	1h22m48s	Telecine	none	139	false
La lupa mannara	1976	tt0074829	DVD5	ITA/ENG/ENGsub	PAL	1h34m23s	DVD	full Raro DVD	223	false
La malavita attacca. La polizia risponde	1977	tt0183477	DVD5	ITA/ESP	PAL	1h35m02s	DVD	full DVD	0	false
La maldición de la momia azteca	1957	tt0050672	DVD9	ESP/ITAsub	PAL	---	DVD	none	128	false
La maledizione di Erika – Lady Terminator	1989	tt0095483	DVD5	ITA	PAL	---	VHS	[ASIA]	143	false
La mano violenta del karaté	1977	tt0078249	DVD5	ITA	PAL	1h31m09s	DVD	[ASIA] full DVD	359	false
La mansion de las 7 momias	1977	tt0273268	DVD5	ESP/ENGsub	NTSC	1h31m12s	DVD	none	551	false
La meravigliosa favola di Biancaneve	1971	tt0151886	DVD5	ITA	PAL	0h49m43s	VHS	none	752	false
La meravigliosa favola di Cenerentola	1971	tt0151266	DVD5	ITA	PAL	0h57m13s	VHS	none	752	false
La mondana nuda	1980	tt0128355	DVD5	ITA	PAL	---	Telecine	none	103	false
La morte scende leggera	1972	tt0068973	DVD5	ITA/ENGsub	PAL	---	VHS	none	50	false
La morte viene dal pianeta Aytin	1966	tt0059104	DVD5	ITA	PAL	1h26m35s	DVD	full DVD	420	false
La morte viene dallo spazio	1958	tt0051951	DVD5	ITA/ENGsub	PAL	1h18m37s	TV	none	335	false
La mujer murcielago	1968	tt0235608	DVD5	ESP/ENGsub	NTSC	1h19m19s	DTT	uncut	116	false
La nave dei mostri	1960	tt0053102	DVD5	ITA/ESP	PAL	1h19m21s	DVD	full DVD + extras	644	false
La notte dei fiori	1972	tt0188961	DVD5	ITA	PAL	---	Telecine	none	159	false
La notte dell'ultimo giorno	1973	tt0198845	DVD5	ITA	PAL	1h19m55s	Telecine	none	28	false
La notte della lunga paura	1972	tt0069005	DVD5	ITA/ENG	PAL	1h24m50s	DVD	full DVD	512	false
La notte pazza del conigliaccio	1967	tt0164119	DVD5	ITA/ENGhardsub	PAL	1h32m52s	Telecine	none	590	false
La pelle sotto gli artigli	1975	tt0131531	DVD5	ITA	PAL	---	VHS	none	7	false
La pelle sotto gli artigli	1975	tt0131531	DVD5	ITA	PAL	---	Telecine	none	123	false
La più grande rapina del west	1967	tt0062130	DVD5	ITA/ENG/GER	PAL	1h44m08s	DVD	full DVD + extras	595	false
La polizia brancola nel buio	1975	tt0073554	DVD5	ITA	PAL	1h22m14s	DTT	none	646	false
La polizia ordina: sparate a vista	1976	tt0075084	DVD5	ITA/ITAsub	PAL	1h24m20s	DVD	full DVD	330	false
La portiera nuda	1976	tt0170432	DVD5	ITA	PAL	1h22m37s	VHS	none	0	false
La preda e l'avvoltoio	1972	tt0067034	DVD5	ITA/ENG	PAL	1h26m16s	DVD	none	589	false
La principessa sul pisello	1976	tt0258893	DVD5	ITA	PAL	1h34m43s	Telecine	none	281	false
La profanazione	1974	tt0198929	DVD5	ITA	PAL	1h22m48s	Telecine	“Second TV edition 1989” as per title card; “Not for commercial use” label throughout	745	false
La rabbia del tigre	1969	tt2192024	DVD5	ITA	PAL	1h23m23s	Telecine	[ASIA]	341	false
La ragazza di latta	1970	tt0066276	DVD5	ITA	PAL	2h05m18s	TV	none	668	false
La ragazza di notte	1972	tt0068678	DVD5	ITA	PAL	1h20m55s	DVD	none	653	false
La sbandata	1974	tt0183744	DVD5	ITA	PAL	1h25m00s	VHS	none	177	false
La selvaggia mano di Bruce Lee	1974	tt0420278	DVD5	ITA	PAL	1h26m56s	DVD	[ASIA] full DVD	332	false
La señora Muerte	1969	tt0062255	DVD5	ESP/ENGsub	NTSC	1h30m54s	DVD	full DVD	576	false
La sensualità è un attimo di vita	1975	tt0203882	DVD5	ITA	PAL	1h26m19s	DTT	none	437	false
La sfida degli invincibili campioni	1969	tt0064265	DVD9	ITA/ITA5.1	PAL	1h41m24s	DVD	[ASIA] full DVD	0	false
La spada e la magia	1982	tt0086340	DVD5	ITA/ENG	PAL	1h19m07s	DVD	full DVD + extras	711	false
La strada del massacro	1970	tt0187252	DVD5	ITA/ZH/ENGsub	PAL	1h18m25s	Telecine	[ASIA]	327	false
La taglia è tua... l'uomo lo ammazzo io	1969	tt0064853	DVD5	ITA	PAL	1h34m22s	DTT	none	564	false
La terrificante notte dei robot assassini	1969	tt0134797	DVD5	ITA	PAL	1h10m26s	TV	none	148	false
La terrificante notte dei robot assassini	1969	tt0134797	DVD5	ITA/ESP	PAL	1h14m01s	DVD	full DVD + extras	694	false
La terrificante notte del demonio	1971	tt0067592	DVD5	ITA/ENG	PAL	1h29m56s	DVD	full DVD	337	false
La tigre venuta dal fiume Kwai	1975	tt0211042	DVD5	ITA	PAL	1h24m50s	VHS	none	367	false
La tua prima volta	1983	tt0153324	DVD5	ITA	PAL	1h26m40s	DTT	none	677	false
La Venere d'Ille	1981	tt0078455	DVD5	ITA/ENGsub	PAL	1h00m50s	VHS	none	0	false
La venganza de las mujeres vampiro	1970	tt0065171	DVD5	SPA/ENG/ENGsub	NTSC	1h28m09s	DVD	full DVD	233	false
La verità secondo Satana	1972	tt0135035	DVD5	ITA/ENGsub	PAL	1h25m08s	VHS	Tower VHS uncut	120	false
La verità secondo Satana	1972	tt0135035	DVD9	ITA/ENGsub	PAL	1h27m24s	VHS	composite uncut + alternate scenes + unpublished interview!	271	false
Lady football	1979	tt0221327	DVD5	ITA	PAL	---	DVD	none	12	false
Lady Snowblood	1973	tt0158714	DVD5	JAP/ITAsub	PAL	1h37m01s	DVD	[ASIA] full DVD	522	false
Lady Snowblood 2: Love Song of Vengeance	1974	tt0072157	DVD5	JAP/ITAsub	PAL	1h37m01s	DVD	[ASIA] full DVD	523	false
Laggiù nella giungla	1986	tt0131458	DVD5	ITA	PAL	1h41m01s	VHS	none	266	false
Las luchadoras contra el robot asesino	1969	tt0134797	DVD5	ESP/ENGsub	NTSC	1h14m46s	VHS	none	562	false
Las momias de Guanajuato	1972	tt0208306	DVD5	ESP/ENG/ENGsub	NTSC	1h19m30s	DVD	full DVD	270	false
Latitudine zero	1969	tt0064470	DVD9	ITA/JAP/ENG	PAL	---	DVD	[ASIA] retail DVDx2 (International + Japanese versions)	0	false
Le 10 meraviglie dell'amore	1969	tt0168442	DVD5	ITA	PAL	1h18m02s	VHS	none	161	false
Le amorose notti di Ali Babà	1973	tt0069710	DVD5	ITA	PAL	1h19m41s	TV	none	75	false
Le avventure di Dick Tracy	1937	tt0028785	4xDVD5	ITA	PAL	---	DVD	retail DVD	0	false
Le colt cantarono la morte e fu... tempo di massacro	1967	tt0061074	DVD9	ITA/ENG	PAL	1h32m07s	DVD	full DVD + extras	393	false
Le donne del pianeta preistorico	1966	tt0061203	DVD5	ITA/GER	PAL	1h25m38s	DVD	full DVD	491	false
Le favolose notti d'oriente	1973	tt0070055	DVD9	ITA/ITAsub	PAL	---	DVD	none	9	false
Le furie umane del kung fu	1978	tt0077559	DVD9	ITA/ZH	PAL	1h37m14s	DVD	[ASIA] full DVD + extras	616	false
Le guerriere dal seno nudo	1973	tt0070140	DVD5	ITA	PAL	1h35m55s	DVD + VHS	custom uncut mux	387	false
Le implacabili lame di rondine d'oro	1966	tt0059079	DVD9	ITA/ITA5.1	PAL	1h30m52s	DVD	[ASIA] full DVD + extras	0	false
Le meraviglie di Aladino	1961	tt0055178	DVD5	ITA	PAL	1h35m56s	DVD	full DVD	477	false
Le mille e una notte all'italiana	1972	tt0070394	DVD5	ITA	PAL	1h35m55s	VHS	none	76	false
Le notti di Satana	1968	tt0063275	DVD5	ITA	PAL	1h28m48s	Telecine	none	725	false
Le pornoschiave del vizio	1974	tt0263590	DVD5	ITA	PAL	1h07m21s	VHS	none	688	false
Le radici della paura – The Evil	1978	tt0077524	DVD5	ITA	PAL	1h17m24s	DVD	retail; Italian dialogues by Renato Polselli	0	false
Le salamandre	1969	tt0066322	DVD5	ITA	PAL	1h24m41s	Telecine	none	724	false
Le sigle TV della Bozzetto Film realizzate da Guido Manuli	19--	noIMDb	DVD5	ITA	PAL	0h43m20s	DVD	full DVD + extras	671	false
Legend of the Superheroes	1979	tt0131675	DVD5	ENG	NTSC	---	DVD	full dvd	217	false
Les maîtres du temps	1982	tt0084315	DVD5	FRE/ENGsub	PAL	1h15m29s	DVD	full MoC DVD	462	false
Lesbo	1969	tt0182277	DVD5	ITA	PAL	1h15m09s	TV	none	282	false
Libido - Das große Lexikon der Lust (Le 10 meraviglie dell'amore – German ed.)	1969	tt0168442	DVD5	GER	PAL	1h21m07s	VHS	none	161	false
Little Rita nel West	1968	tt0062205	DVD5	ITA	PAL	1h37m20s	DVD	none	569	false
Lo irritarono... e Sartana fece piazza pulita	1970	tt0065992	DVD5	ITA	PAL	1h25m03s	DVD	none	735	false
Lo stallone	1975	tt0147539	DVD5	ITA	PAL	1h26m36s	Telecine	from never-released DVD	248	false
Lo strano ricatto di una ragazza per bene	1974	tt0126084	DVD5	ITA/ENGsub	PAL	---	VHS	none	48	false
Los campeones justicieros	1971	tt0261597	DVD5	ESP/ENGsub	NTSC	1h21m00s	DVD	full DVD	537	false
Love duro e violento	1985	tt0940725	DVD5	ITA	PAL	1h15m00s	VHS	none	293	false
Love Maker - L'uomo per fare l'amore	1969	tt0064608	DVD5	ITA	PAL	1h28m13s	TV	none	681	false
Love you!	1979	tt0195031	DVD5	ITA	PAL	1h15m20s	DVD	none	411	false
Lupi giustizieri	1973	tt2204265	DVD5	ITA	PAL	---	DVD	retail	0	false
Lupin III - La strana strategia psicocinetica	1974	tt0360940	DVD5	ITA/JAP	PAL	1h22m57s	DVD	[ASIA] full DVD	481	false
Maciste contro i mostri	1962	tt0057270	DVD5	ITA/ENG	PAL	1h16m57s	DVD	full DVD	344	false
Madeleine, anatomia di un incubo	1974	tt0125896	DVD5	ITA	PAL	1h40m25s	VHS	none	394	false
Mademoiselle de Sade e i suoi vizi	1969	tt0064524	DVD5	ITA	PAL	1h14m24s	Telecine	none	284	false
Madness - Gli occhi della luna	1971	tt0198681	DVD5	ITA/ENGsub	PAL	1h17m53s	Telecine	custom menu	23	false
Mafia, una legge che non perdona	1980	tt0245249	DVD5	ITA	PAL	1h19m03s	DVD + VHS	custom mux	626	false
Magia nuda	1975	tt0183466/	DVD5	ITA	PAL	1h37m020s	VHS	none	695	false
Malakai - Incubo di sangue	1977	tt0077994	DVD5	ITA/ENG	PAL	1h26m02s	DVD	full DVD + extras	637	false
Malesia magica	1962	tt0291323	DVD5	ITA	PAL	1h25m25s	TV	none	679	false
Malibù la ragazza che scotta	1979	tt0079514	DVD5	ITA	PAL	1h27m04s	VHS	none	764	none
Malizia erotica	1979	tt0079515	DVD5	ITA	PAL	1h26m00s	VHS	uncut	322	false
Mamma...li turchi!	1973	tt0939903	DVD5	ITA	PAL	1h24m01s	Telecine	none	73	false
Marquis	1989	tt0097839	DVD9	FRE/GER/ENGsub	PAL	---	DVD	full DVD; disc 2	464	false
Marquis	1989	tt0097839	DVD5	FRE/GER/ENGsub	PAL	1h19m22s	DVD	full DVD; disc 1	463	false
Maschera rossa contro il gigante d'argilla	1969	tt0185146	DVD5	ITA	PAL	1h29m46s	TV	[ASIA]	210	false
Maschera rossa contro il gigante d'argilla	1969	tt0185146	DVD5	ITA/ITAsub	NTSC	1h45m52s	DVD	[ASIA] custom uncut mux	484	false
Maschi e femmine	1972	tt0185465	DVD5	ITA	PAL	1h38m42s	Telecine	ca. 10 mins blank tape	754	false
Massacro a Condor Pass	1976	tt0075461	DVD5	ITA/GER/ENG/ESP	PAL	1h24m52s	DVD	custom mux + extras	502	false
Massimamente folle	1985	tt0185470	DVD5	ITA	PAL	1h25m00s	VHS	none	0	false
Matanza il volto della morte	1968	tt0130639	DVD5	ITA/JAP	PAL	1h46m43s	DVD	custom mux	518	false
Megaforce	1982	tt0084316	DVD5	ENG/ENGsub	NTSC	1h39m33s	DVD	full DVD	585	false
Meglio baciare un cobra	1986	tt0251226	DVD5	ITA/ITAsub	PAL	1h30m17s	DVD	retail Cinekult	0	false
Messalina, Messalina!	1977	tt0076388	DVD5	ITA	PAL	1h33m50s	DVD	none	665	false
Mettetemi in galera... ma subito	1977	tt0074302	DVD5	ITA	PAL	1h27m00s	VHS	none	432	false
Metti le donne altrui ne lo mio letto...	1976	tt0074362	DVD5	ITA	PAL	1h22m02s	VHS	custom mux	540	false
Microscopic liquid subway to oblivion	1970	tt0068862	DVD5	ENG/GREhardsub	PAL	1h26m56s	VHS	none	430	false
MMM 83 - Missione Morte Molo 83	1966	tt0187297	DVD5	ITA	PAL	1h31m13s	VHS	custom mux	0	false
Mondo erotico – Inchiesta sulla speculazione sessuale	1973	tt0198770	DVD5	ITA	PAL	1h30m32s	Telecine	none	272	false
Mondo pazzo...gente matta!	1966	tt0188064	DVD5	ITA	PAL	1h17m11s	DTT	none	287	false
Mondo proibito	1986	tt0091271	DVD5	ITA	PAL	1h21m33s	VHS	none	197	false
Mondo senza veli	1985	tt1349637	DVD5	ITA	PAL	1h29m56s	Telecine	none	683	false
Monster dog – Il signore dei cani	1984	tt0087616	DVD5	ITA	PAL	1h20m06s	DVD	full DVD	222	false
Monte Grande: What Is Life?	2004	tt0466070	DVD5	ESP/ENG/FRE/ENGsub/ITAsub	NTSC	1h26m16s	DVD	full DVD + extras	729	false
Morbosità	1974	tt0128361	DVD5	ITA	PAL	1h28m45s	Telecine	none	273	false
Moresque obiettivo allucinante	1967	tt0060374	DVD5	ITA/FRE/GER	PAL	1h34m30s	DVD	custom mux	0	false
Morire a Roma - La vita in gioco	1972	tt0188067	DVD5	ITA/GREsub	PAL	---	VHS	none	158	false
Musicbox Italia	19??	noIMDb	DVD5	ITA	PAL	1h33m35s	16mm	custom collection of Italian Scopitones	728	false
Mysterious Planet	1982	tt0272202	DVD5	ENG	NTSC	1h09m57s	VHS	none	739	false
Na-Jan il piccolo titano	1974	NOimdb	DVD5	ITA	PAL	1h28m51s	DVD	[ASIA] full DVD	134	false
Napoli serenata calibro 9	1978	tt0077974	DVD5	ITA/ENGsub	PAL	1h24m43s	DVD	full DVD	599	false
Napoli spara!	1977	tt0188083	DVD5	ITA	NTSC	---	DVD	extras	510	false
Napoli spara!	1977	tt0188083	DVD5	ITA/ENG	NTSC	1h29m36s	DVD + DTT	custom uncut 16:9	509	false
Napoli violenta	1976	tt0074952	DVD9	ITA/ENG	PAL	1h31m00s	DVD	full DVD + extras	508	false
Napoli...i 5 della squadra speciale	1978	tt0198810	DVD5	ITA/ENGsub	PAL	1h35m00s	VHS	none	555	false
Narco Satánico - Terror, sexo y brujería	1984	tt0258245	DVD5	SPA/ENGsub	NTSC	1h14m40s	VHS	none	231	false
Navajo Joe	1966	tt0061587	DVD9	ITA/ENG/GER/RUS	PAL	1h28m37s	DVD	full DVD + extras	759	false
Necropolis	1970	tt0188093	DVD9	ITA/ITAsub/ENGsub	PAL	1h58m14s	DVD	full DVD + extras	399	false
Nel cerchio	1976	tt0198821	DVD5	ITA	PAL	1h17m18s	VHS	none	658	false
Nel mirino del giaguaro	1979	tt0079362	DVD5	ITA/ENG	PAL	1h21m47s	DVD	full DVD + extras	738	false
Nel più alto dei cieli	1977	tt0074956	DVD5	ITA	PAL	1h23m08s	DVD	+ extras	30	false
Nelle pieghe della carne	1970	tt0065693	DVD9	ITA/ENG	PAL	1h28m36s	DVD	full Cinekult DVD	425	false
New York violenta	1973	tt0069789	DVD5	ITA	PAL	1h11m21s	VHS	none	619	false
Nick Fury: Agent of Shield	1998	tt0119781	DVD5	ENG/ESP/ENGsub	NTSC	1h30m07s	DVD	full DVD + extras	722	false
Ninja alla conquista del mondo	1987	tt0201987	DVD5	ITA/ENG	PAL	1h26m10s	DVD	[ASIA] full DVD + extras	528	false
Ninja i guerrieri di fuoco	1987	tt0202093	DVD5	ITA	PAL	1h27m21s	DVD	[ASIA] full DVD + extras	527	false
Noi e l'amore – Comportamento sessuale variante	1986	tt0198836	DVD5	ITA	PAL	1h23m15s	DVD	full DVD	196	false
Non aver paura della zia Marta	1988	tt0097929	DVD5	ITA/ENG	PAL	1h24m55s	DVD	none	66	false
Notturno con grida	1981	tt0082827	DVD5	ITA	PAL	1h41m16s	VHS	ca. 10 mins blank tape	744	false
Nuda per Satana	1974	tt0162503	DVD5	ITA/ENG/ENGsub	NTSC	1h18m20s	DVD	full DVD	301	false
Nuda per Satana (XXX ver.)	1974	tt0162503	DVD5	ITA/ENG/ENGsub	NTSC	1h30m35s	DVD	full DVD	302	false
Nude Odeon	1978	tt0177055	DVD5	ITA	PAL	---	Telecine	none	77	false
Nudi per vivere	1964	tt0189825	DVD5	ITA	PAL	1h38m42s	Telecine	ca.20min blank tape	303	false
Nudo e crudele	1984	tt0087819	DVD9	ITA/ITAsub	PAL	1h32m10s	DVD	full uncut DVD	299	false
Nuovo Ordine Mondiale	2015	tt5078390	DVD5	ENGhardsub	PAL	2h01m19s	DVD	full DVD + extras	570	false
Obsession – Una storia di ordinaria follia	1989	tt0195106	DVD5	ITA	PAL	1h13m14s	VHS	none	127	false
Occhei, occhei	1983	tt0189839	DVD5	ITA/GREsub	PAL	1h42m15s	VHS	none	258	false
Occhi dalle stelle	1978	tt0078015	DVD9	ITA/ITAsub	PAL	1h34m05s	DVD	none	99	false
