film.title	year	imdb	format	languages	NTSC/PAL	duration	source	info	N.	NEW
Odyssey Into the Mind’s Eye	1996	tt0167318	DVD5	ENG	NTSC	1h06m10s	DVD	full DVD	756	false
Oh...Angelina! - Angelina superporno	1982	tt0335887	DVD5	ITA	PAL	2h10m56s	VHS	none	294	false
Oliva - La leggenda del monte Belvedere	199?	NOimdb	DVD5	ITA	PAL	---	VHS	none	57	false
Ölüler konusmaz ki (The dead don't talk)	1970	tt0470630	DVD9	TUR/ENGsub	PAL	---	DVD	none	137	false
Ölüm savasçisi	1984	tt0183597	DVD5	TUR/ENGsub	PAL	1h09m56s	VHS	alternate ending; new VHS2DVD transfer	252	false
Ölüme son adim (Last stop to death)	1983	tt0183599	DVD5	TUR/ENGsub	PAL	1h16m58s	VHS	new VHS2DVD transfer	249	false
Ölümsüz (The immortal)	1982	tt0492422	DVD5	TUR/ENGsub	PAL	1h20m07s	VHS	new VHS2DVD transfer	262	false
Ombre	1980	tt0189857	DVD5	ITA	PAL	1h30m49s	VHS	none	192	false
Omicidio a luci blu	1991	tt0102586	DVD5	ITA	PAL	---	VHS	none	0	false
Onyricon	1968	tt0065224	DVD5	ITA	PAL	1h28m10s	DVD	full DVD + extras	659	false
Operation Code Name: Long Live the Fatherland!	1993	noIMDB	DVD5	TUR/ENGsub	PAL	1h41m50s	DVD	full DVD + extras	632	false
Operazione Goldman	1966	tt0060374	DVD5	ITA/FRE/GER/ENG	PAL	1h31m47s	DVD	custom mux	0	false
Ordine firmato in bianco	1974	tt0073491	DVD5	ITA	PAL	1h52m42s	TV	none	0	false
Ore violente	1967	tt0061454	DVD5	ITA	PAL	1h27m33s	DVD + VHS	custom mux	0	false
Örümcek (Turkish Spiderman)	1972	tt0309117	DVD5	TUR/ENGsub	PAL	1h04m20s	DVD	none	115	false
Os Trapalhões na Guerra dos Planetas (Brazilian Star Wars)	1978	tt0195360	DVD5	BRA/ENGsub	NTSC	---	DVD	+extras	52	false
Oscenità	1980	tt0131515	DVD5	ITA	PAL	1h23m01s	Telecine	copia censura	704	false
Oscenità	1980	tt0131515	DVD5	ITA/ENGsub	PAL	1h23m44s	TV	Madrid8 composite	38	false
Oscenità	1980	tt0131515	DVD5	ITA/RUS	PAL	1h23m49s	DVD	none	31	false
Paganini Horror	1989	tt0095812	DVD9	ITA/ENG	PAL	1h20m22s	DVD	full DVD + extras	388	false
Paolo e Francesca	1971	tt0198888	DVD5	ITA	PAL	1h32m41s	VHS	none	146	false
Parentesi tonde	2006	tt1047512	DVD5	ITA	PAL	1h31m57s	DVD	full DVD + extras	62	false
Pass Thru	2016	tt5445074	DVD5	ENG	NTSC	1h28m15s	DVD	none	718	false
Patrick	1978	tt0078067	DVD5	ITA	PAL	---	DVD	retail	0	false
Patrick vive ancora	1980	tt0081314	DVD9	ITA/ENG	PAL	---	DVD	none	80	false
Pattuglia anti gang	1976	tt0135171	DVD5	ITA	PAL	1h22m54s	VHS	none	651	false
Pensione Amore SerVizio Completo	1979	tt0131533	DVD5	ITA	PAL	---	DTT + VHS	uncut composite	79	false
Pensione Amore SerVizio Completo	1979	tt0131533	DVD5	ITA	PAL	1h16m57s	DTT	custom menu	4	false
Per un dollaro a Tucson si muore	1964	tt0195133	DVD5	ITA	PAL	1h21m06s	VHS	none	291	false
Per un pugno di spade	1972	tt4428738	DVD5	ITA	PAL	1h20m13s	TV	[ASIA]	345	false
Per un pugno di spade	1972	tt4428738	DVD5	ITA/ITAsub	PAL	1h23m15s	DVD	[ASIA] custom uncut mux	483	false
Per una bara piena di dollari	1971	tt0066210	DVD5	ITA	PAL	1h22m53s	DVD	none	0	false
Piccoli fuochi	1985	tt0089808	DVD5	ITA/ENGsub	PAL	1h30m57s	VHS	none	218	false
Pink Flamingos	1972	tt0069089	DVD5	ENG/ENGsub	NTSC	1h47m02s	DVD	full DVD + extras	553	false
Più forte sorelle	1973	tt0073003	DVD5	ITA	PAL	1h21m40s	DTT	custom mux	433	false
Policeman	1971	tt0185610	DVD5	ITA	PAL	1h36m21s	Telecine	none	0	false
Polizia investigativa femminile	1974	tt0072006	DVD5	ITA	PAL	1h31m08s	TV	none	0	false
Porco mondo	1978	tt0076557	DVD5	ITA	PAL	1h38m00s	VHS	proper VHS2DVD	173	false
Porno Erotico Western	1979	tt0180920	DVD5	ITA	PAL	1h12m10s	Telecine	with timecode	0	false
Povero Cristo	1976	tt0073561	DVD5	ITA	PAL	1h33m34s	Telecine	with timecode	657	false
Prima e dopo l'amore... un grido d'allarme	1973	tt0195180	DVD5	ITA	PAL	1h34m56s	Telecine	none	687	false
Probabilità zero	1969	tt0055329	DVD5	ITA	PAL	1h29m42s	DVD	full DVD	0	false
Profondo Rosso	1975	tt0073582	DVD5	ITA	PAL	2h03m00s	Telecine	Work print / Copia lavoro	762	false
Provaci anche tu Lionel	1973	tt0125990	DVD5	ITA	PAL	---	TV	none	0	false
Psyched by the 4D Witch (A Tale of Demonology)	1973	tt0265587	DVD5	ENG	NTSC	1h21m20s	DVD	full DVD + extras	0	false
Pugni, pirati e karatè	1973	tt0198939	DVD5	ITA	PAL	0h29m16s	8mm	new first gen copy	284	false
Pugni,dollari e spinaci	1978	tt0198938	DVD5	ITA	PAL	---	VHS	none	43	false
Pulgasari	1985	tt0089851	DVD5	JAP/ENGsub	PAL	1h35m08s	DVD	[ASIA]	125	false
Qualcosa in più	1990	tt0140488	DVD5	ITA	PAL	1h19m29s	VHS	none	212	false
Quando la preda è l'uomo – Spogliati, protesta, uccidi!	1972	tt0069139	DVD5	ITA	PAL	1h20m26s	Telecine	none	230	false
Quant'è bella la Bernarda, tutta nera, tutta calda	1975	tt0073593	DVD5	ITA	PAL	---	VHS	none	2	false
Quarta parete – La spirale del vizio	1968	tt0188167	DVD5	ITA	PAL	1h29m00s	VHS	uncut	157	false
Quei paracul... pi di Jolando e Margherito	1974	tt0243511	DVD5	ITA	PAL	---	VHS	none	82	false
Quel maledetto treno blindato	1978	tt0076584	DVD9	ITA/ENG	PAL	1h35m26s	DVD	full DVD + extras	642	false
Quel pomeriggio maledetto	1977	tt0073566	DVD5	ITA	PAL	1h32m06s	VHS	none	708	false
Quella carogna dell'ispettore Sterling	1968	tt0063478	DVD5	ITA	PAL	1h35m00s	DTT	none	0	false
Quella strana voglia d'amare	1977	tt0076585	DVD5	ITA	PAL	---	VHS	uncut	228	false
Quelli del racket	1974	tt0232238	DVD5	ITA	PAL	1h22m15s	VHS	none	0	false
Questa libertà di avere... le ali bagnate	1971	tt0067646	DVD5	ITA	PAL	1h16m02s	Telecine	one reel missing	674	false
Quintana	1969	tt0064869	DVD5	ITA/ENG/GER	PAL	1h20m38s	DVD	none	323	false
Racconti proibiti... di niente vestiti	1972	tt0069153	DVD5	ITA	PAL	---	Telecine	none	0	false
Rand rover	1979	tt0143824	DVD5	ITA	PAL	1h39m22s	VHS	none	623	false
Realtà romanzesca	1969	tt0198968	DVD5	ITA	PAL	1h51m09s	Telecine	uncut	106	false
Reptilicus – Il mostro distruggitore	1961	tt0056405	DVD5	ITA/ENG/ITAsub	PAL	1h17m59s	DVD	retail	0	false
Requiescant	1967	tt0063500	DVD9	ITA/ENG	PAL	1h41m41s	DVD	full DVD	0	false
Retro Soviet TV Commercials	19??	noIMDb	DVD5	RUS/ENGsub	PAL	0h53m18s	16mm	collection of 84 Soviet commercials	732	false
Revolver	1973	tt0073626	DVD9	ITA/ENG/GER	PAL	1h45m07s	DVD	full DVD + extras	422	false
Riti, magie nere e segrete orge nel trecento	1973	tt0122685	BD25	ITA/ENGsub	PAL	---	Bluray	retail	0	false
Rivelazioni di uno psichiatra sul mondo perverso del sesso	1973	tt0156023	DVD5	ITA	PAL	1h28m26s	DVD	none	61	false
Robin Hood e i pirati	1960	tt0054246	DVD5	ITA/FREhardsub	PAL	1h24m07s	DTT	none	0	false
Robot Monster	1953	tt0046248	DVD5	ENG	NTSC	56m58s	VHS	Anaglyph 3D	0	false
Rock 'n' Roll	1978	tt0078172	DVD5	ITA	PAL	1h43m52s	TV	none	151	false
Rodan il mostro alato	1956	tt0049782	DVD5	ITA/JAP	PAL	1h22m08s	DVD	[ASIA] retail DVD	0	false
Rotte a tutte le esperienze	1974	tt0193944	DVD5	ITA	PAL	1h21m53s	TV	none	434	false
Salvare la faccia	1969	tt0067631	DVD9	ITA	PAL	1h28m36s	DVD	full DVD	0	false
Sangraal, la spada di fuoco	1982	tt0086238	DVD5	ITA	PAL	1h25m06s	DVD	none	67	false
Sansone e il tesoro degli Incas	1964	tt0058543	DVD5	ITA/GER	PAL	---	DVD	full DVD + custom audio	362	false
Santo contra Blue Demon en la Atlàntida	1970	tt0064930	DVD5	SPA/ENGsub	NTSC	1h26m15s	DVD	full DVD	543	false
Santo contra el asesino de la T.V. 	1981	tt0083030	DVD5	ESP/ENGsub	NTSC	1h28m05s	DVD	full DVD + extras	0	false
Santo contra el doctor Muerte	1973	tt0070631	DVD5	ESP/ENG/ENGsub	NTSC	1h36m47s	DVD	full DVD	580	false
Santo contra la magia negra	1973	tt0208422	DVD5	ESP/ENGsub	NTSC	1h32m09s	DVD	full DVD	575	false
Santo contra los zombies	1962	tt0055409	DVD5	SPA/ENG/ENGsub	NTSC	1h20m06s	DVD	full DVD	225	false
Santo e il tesoro di Dracula | Vita sessuale di un vampiro	1969	tt0208504	DVD5	ITA/ESP	PAL	1h18m47s + 1h23m03s	DVD	full DVD + extras | cut and uncut versions	645	false
Santo el enmascarado de plata vs los villanos del ring	1968	tt0208427	DVD5	ESP/ENGsub	NTSC	1h28m07s	DVD	full DVD	577	false
Santo el enmascarado de plata y Blue Demon contra los monstruos	1970	tt0064932	DVD5	ESP/ENGsub	NTSC	1h22m30s	DVD	full DVD	219	false
Santo en el museo de cera	1963	tt0057471	DVD5	ESP/ENGsub	NTSC	1h32m13s	DVD	full DVD	571	false
Santo vs. las lobas	1976	tt0208423	DVD5	ESP/ENGsub/ESPsub	NTSC	---	DVD	full DVD	224	false
Santo vs. las mujeres vampiro	1962	tt0055408	DVD5	ESP/ENG/ENGsub	NTSC	1h29m52s	DVD	full DVD	220	false
Santo y Blue Demon contra el doctor Frankenstein	1974	tt0258123	DVD5	SPA/ENGsub	NTSC	1h36m03s	DVD	full DVD custom	0	false
Santo y Blue Demon en el mundo de los muertos	1970	tt0064933	DVD5	ESP/ENGsub	NTSC	1h19m48s	DVD	full DVD	544	false
Santo y Blue Demon vs Drácula y el Hombre Lobo	1973	tt0067708	DVD5	ESP/ENG/ENGsub	NTSC	1h39m37s	DVD	full DVD	582	false
Satanik	1968	tt0063549	DVD9	ITA/ITAsub/ENGsub	PAL	1h23m14s	DVD	full DVD + extras	424	false
Satyricon	1969	tt0166788	DVD5	ITA	PAL	1h46m03s	DVD	full DVD + extras	660	false
Savana - Sesso e diamanti AKA I predatori della savana	1978	tt1534502	DVD5	ITA	PAL	1h30m40s	VHS	none	436	false
Sbirulino	1982	tt0202568	DVD5	ITA	PAL	1h30m45s	Telecine	none	627	false
Scalps	1987	tt0091897	DVD5	ITA/ENG	PAL	1h36m54s	DVD	full DVD	446	false
Scoop	1982	tt2396458	DVD5	ITA	PAL	1h25m15s	VHS	none	138	false
Se lo fai sono guai	2001	tt0475143	DVD5	ITA	PAL	1h38m56s	DVD	full DVD	444	false
Se mi arrabbio spacco tutto	1973	tt0062359	DVD5	ITA	PAL	1h28m45s	VHS	none	435	false
Secret of Kowloon Town	1976	noIMDb	DVD5	ZH/ENGsub	NTSC	2h00m29s	VHS	none	650	false
Sensi caldi	1980	tt0189989	DVD5	ITA	PAL	1h10m03s	VHS	none	144	false
Sentenza di morte	1968	tt0063580	DVD9	ITA/ENG	PAL	1h29m41s	DVD	full uncut DVD + extras	499	false
Sette monache a Kansas City	1973	tt0274824	DVD5	ITA/GER/ESP	PAL	1h24m21s	TV	custom fandub	279	false
Sette ore di fuoco	1965	tt0058575	DVD5	ITA/ENGsub	PAL	1h31m47s	DVD	custom fandub	536	false
Sexy che scotta	1963	tt0462027	DVD5	ITA	PAL	1h11m41s	TV	none	535	false
Seytan (Turkish Exorcist)	1974	tt0072148	DVD5	TUR/ENGsub	PAL	---	VHS	none	112	false
Sfida al diavolo - Katarsis	1969	tt0276499	DVD5	ITA	PAL	1h15m37s	DTT	none	410	false
Sgarro alla camorra	1973	tt0070678	DVD5	ITA	PAL	1h36m54s	DVD	none	567	false
Shriek fo the Mutilated	1974	tt0072156	DVD5	ENG	NTSC	1h25m56s	DVD	custom original - full DVD	496	false
Siamo fatto così: Aiuto!	1980	tt2896018	DVD5	ITA	PAL	1h14m35s	DVD	full DVD	185	false
Sloane	1985	tt0088137	DVD5	ENG	NTSC	1h35m31s	DVD	none	652	false
Sogni proibiti di Don Galeazzo, curato di campagna	1973	tt0203923	DVD5	ITA/ENGsub	NTSC	1h28m31s	DVD	none	8	false
Soli contro tutti	1972	tt0074224	DVD5	ITA	PAL	1h15m53s	Telecine	[ASIA]	0	false
Son savasçi (Holy sword)	1982	tt0183802	DVD5	TUR/ENGsub	PAL	1h17m35s	VHS	new VHS2DVD transfer	251	false
Sono Sartana, il vostro becchino	1969	tt0065019	DVD5	ITA	PAL	1h39m02s	TV	none	520	false
Sotto il ristorance cinese	1987	tt0208464	DVD5	ITA	PAL	2h00m28s	VHS	20mins blank tape	214	false
Space Men	1960	tt0054330	DVD5	ITA	PAL	1h25m15s	DVD	full DVD	340	false
Spaceman contro i vampiri dello spazio	1957	tt0050609	DVD5	ITA/JAP/ITAsub	PAL	1h17m24s	DVD	full DVD + extras	672	false
Sparate a vista su Killer Kid	1965	noIMDB	DVD5	ITA	PAL	1h26m52s	16mm	edited version of tt0059134	0	false
Sperone selvaggio	1968	tt0063095	DVD5	ITA/ENG	PAL	1h21m51s	DVD	none	723	false
Spettri	1987	tt0094015	DVD5	ITA/ENG	PAL	1h29m22s	VHS	none	39	false
Spie contro il mondo	1966	tt0060213	DVD5	ITA	PAL	1h30m33s	DVD	custom mux	381	false
Star Crash - Scontri stellari oltre la terza dimensione	1978	tt0079946	DVD5	ITA/ENG	PAL	---	DVD	none	240	false
Star Wars Holiday Special	1978	tt0193524	DVD9	ENG/SPA	NTSC	2h00m20s	VHS	WHIO 1st gen. + extras	40	false
Strategia per una missione di morte	1979	tt0214740	DVD5	ITA	PAL	1h18m56s	VHS	none	707	false
Super Ninja	1986	tt0188764	DVD5	ITA/ENG	PAL	1h29m20s	DVD	[ASIA] full DVD	0	false
Superargo contro Diabolikus	1966	tt0062319	DVD5	ITA/ENG/ITAsub	PAL	---	DVD	none	105	false
Supergirl - La ragazza d'acciaio	1984	tt0088206	DVD5	ITA	PAL	1h37m45s	VHS	none	700	false
Supermen dönüyor (Turkish Superman)	1979	tt0392818	DVD9	TUR/ENGsub/GREsub	PAL	---	DVD	none	96	false
Supersexymarket	1979	tt2038295	DVD5	ITA/DUTsub	PAL	1h26m00s	VHS	none	0	false
Supersonic Man	1979	tt0079971	DVD5	ITA	PAL	1h24m40s	DVD	custom mux	0	false
Superuomini, superdonne, superbotte	1974	tt0073804	DVD5	ITA/ENG/GER	PAL	1h34m15s	DVD	none	71	false
Svezia inferno e paradiso	1968	tt0063660	DVD9	ITA/ENG/SPA/SWEsub	PAL	1h25m41s	DVD	none	121	false
Switch (aka Pandemonio)	1979	tt0079978	DVD5	ITA	PAL	2h00m28s	Telecine	20mins ca. blank tape	763	none
Talisman (La croce dalle sette pietre recut)	199?	tt0167851	DVD5	ITA	PAL	1h26m19s	VHS	none	15	false
Tarkan Viking kani (Tarkan versus the vikings)	1971	tt0274932	DVD9	TUR/ENGsub	PAL	---	DVD	none	136	false
Tarzan e i segreti della giungla	1973	tt0069345	DVD5	ITA	PAL	1h20m28s	TV	none	163	false
Tarzan Istanbulda	1952	tt0324167	DVD5	TUR/ENGsub	PAL	1h31m13s	DVD	full dvd + extras	195	false
Tarzana, sesso selvaggio	1969	tt0065070	DVD5	ITA	PAL	1h28m47s	Super8	none	147	false
Tecnica di un amore	1973	tt0152943	DVD5	ITA	PAL	1h20m49s	VHS	none	238	false
Temptation	1969	tt0210339	DVD5	ITA	PAL	1h22m47s	VHS	none	712	false
Teresa altri desideri	1983	tt0212551	DVD5	ITA	PAL	1h30m00s	VHS	none	58	false
Terminal	1974	tt0072266	DVD5	ITA	PAL	1h44m56s	U-matic	none	241	false
Terminator 2: Shocking dark	1989	tt0098321	DVD5	ENG/ITA/ZH	PAL	1h25m35s	DVD	Custom	213	false
Terra Nova aka Terre nuove	1991	tt0103065	DVD5	ITA	PAL	1h36m11s	TV	none	0	false
Terremoto 10°	1977	tt0085830	DVD5	ITA/JAP	PAL	1h28m42s	DVD	[ASIA] retail DVD	365	false
Testa di bronzo dita d'acciaio	1972	tt1225894	DVD5	ITA/JAP	PAL	1h13m48s	Telecine	[ASIA]	296	false
Testa t'ammazzo, croce... sei morto - Mi chiamano Alleluja	1971	tt0069366	DVD9	ITA/ENG/GER	PAL	1h31m48s	DVD	full DVD + extras	321	false
The comoedia	1981	tt0447618	DVD5	ITA/ENGsub	PAL	---	Super8	none	44	false
The Dragon Lives Again	1977	tt0165362	DVD5	ENG/ZH	PAL	1h35m31s	VHS	[ASIA]	624	false
The Fantastic Four	1994	tt0109770	DVD9	ENG	PAL	---	VHS	extras	0	false
The Fantastic Four	1994	tt0109770	DVD9	ENG	PAL	1h30m14s	VHS	LBX and Open Matte restored editions	734	false
The Impossible Kid	1982	tt0430216	DVD5	ENG	NTSC	1h34m03s	DVD	[ASIA] full DVD	506	false
The Invasion of the Thunderbolt Pagoda	1968	tt0967510	DVD5	ENG	NTSC	30m44s	DVD	full DVD + extras	0	false
The Killing of Satan	1983	tt0085792	DVD5	ENG	NTSC	1h32m29s	VHS	[ASIA] none	561	false
The Legend of the Owl	1981	tt0082712	DVD5	ZH/ENGsub	PAL	---	DVD	[ASIA]	133	false
The Mansion of Madness	1973	tt0068504	DVD5	ENG/ENGsub	NTSC	1h23m35s	DVD	full DVD + extras	0	false
The Room	2003	tt0368226	DVD9	ENG/ENGsub	NTSC	1h39m29s	DVD	full DVD + extras	406	false
The Room	2003	tt0368226	BD25	ENG/ENGsub/ITAsub	NTSC	1h39m36s	Bluray	full BR	454	false
The Search for Weng Weng	2007	tt1073143	DVD9	ENG/ENGsub	PAL	1h32m48s	DVD	full DVD + extras	556	false
The Strange Case of the End of Civilization as We Know It	1977	tt0076770	DVD5	ENG	PAL	0h54m39s	DVD	full DVD	770	false
The war god – The big calamity	1976	tt1996455	DVD5	ZH/ENGsub	PAL	---	VHS	[ASIA]	309	false
Thriller	1973	tt0072285	DVD9	ENG/SWE/ENGsub	NTSC	1h46m38s	DVD	full DVD + extras	620	false
Ti spacco il muso, bimba	1982	tt0471944	DVD5	ITA	PAL	1h29m18s	VHS	none	239	false
Tiger man bersaglio uomo	1977	tt0075613	DVD5	ITA/ENG	PAL	1h29m35s	DVD	full DVD + extras	751	false
Tomboy – I misteri del sesso	1977	tt0170697	DVD5	ITA	PAL	---	VHS	none	0	false
Topo Gigio e la guerra del missile	1967	tt0062382	DVD5	JAP/ENG	NTSC	1h29m55s	DVD	full DVD + extras	664	false
Tre pistole contro Cesare	1977	tt0170697	DVD5	ITA/GER	PAL	1h13m06 + 1h22m34s	DVD	full DVD with cut and uncut versions + extras	397	false
Trio	1967	tt0211682	DVD5	ITA/ENGhardsub	PAL	1h30m19s	Telecine	none	742	false
Turist Ömer Uzay Yolu'nda (Turkish Star Trek)	1973	tt0182503	DVD5	TUR/ITAsub	PAL	---	VHS	TD#01	108	false
Turist Ömer Uzay Yolu'nda (Turkish Star Trek)	1971	tt0182503	DVD5	TUR/ENGsub	PAL	1h09m49s	DVD	full DVD, perfect quality	207	false
Turno di notte (ep. 1-6)	1977	tt0281309	DVD5	ITA/ENGsub	PAL	1h23m52s	TV	none	401	false
Turno di notte (ep. 7-15)	1977	tt0281309	DVD5	ITA/ENGsub	PAL	2h13m55s	TV	none	402	false
Tutto sul rosso	1968	tt0062650	DVD5	ITA/ENGsub	PAL	---	Telecine	none	51	false
Twin Peaks Visual Soundtrack	199?	noIMDb	DVD5	ENG	NTSC	0h50m05s	LDrip	none	727	false
Uccidete il vitello grasso e arrostitelo	1970	tt0066497	DVD5	ITA	PAL	---	Telecine	proper Telecine2DVD	194	false
Ultimatum alla vita	1962	tt0055566	DVD5	ITA	PAL	1h28m41s	VHS	proper VHS2DVD	178	false
Un assassino per un testimone	1969	tt0065038	DVD5	ITA	PAL	1h36m58s	VHS	none	746	false
Un dollaro tra i denti	1967	tt0060325	DVD9	ITA/ENG/GER	PAL	1h23m14s	DVD	full DVD + extras	423	false
Un fotografo particolare	1974	tt0252847	DVD5	ITA	PAL	3h55m33s	VHS	ca. 45 mins blank tape	412	false
Un gioco per Eveline	1971	tt0122506	DVD5	ITA	PAL	---	Telecine	none	174	false
Un uomo da nulla	1977	tt1172546	DVD5	ITA	PAL	1h20m17s	VHS	none	703	false
Un uomo dalla pelle dura	1972	tt0067914	DVD5	ITA	PAL	1h26m11s	DVD	none	500	false
Un urlo nelle tenebre	1974	tt0072217	DVD5	ITA/ENGsub	PAL	1h25m42s	VHS	cut Italian version	384	false
Un urlo nelle tenebre	1974	tt0072217	DVD5	ITA/ENG/JAPhardsub	PAL	1h29m45s	VHS	uncut custom LBX mux	413	false
Un'ombra nell'ombra	1979	tt0131510	DVD5	ITA/ENG/OST	PAL	1h24m07s	VHS	none	244	false
Una colt in mano al diavolo	1973	tt0068393	DVD5	ITA/ENGsub	PAL	1h11m41s	DVD	none	0	false
Una donna per 7 bastardi	1974	tt0186037	DVD5	ITA/ENG/GER	PAL	1h27m11s	Telecine	restored, color corrected; custom mux	546	false
Una rete piena di sabbia	1966	tt0187454	DVD5	ITA	PAL	1h35m31s	VHS	none	699	false
Una storia di notte	1964	tt0058617	DVD5	ITA	PAL	1h18m46s	Telecine	none	741	false
Uno dopo l'altro	1968	tt0063742	DVD9	ITA/ENG/GER	PAL	1h38m12s	DVD	full DVD + extras	0	false
Uno straniero a Sacramento	1965	tt0059760	DVD5	ITA	PAL	1h33m01s	TV	none	486	false
Uomo avvisato mezzo ammazzato... Parola di Spirito Santo	1972	tt0065991	DVD5	ITA/ENG	PAL	1h30m04s	DVD	full DVD	612	false
Uomo, uomo, uomo	1979	tt20565728	DVD5	JAP (overdub)	NTSC	1h55m24s	VHS	none	691	false
Urlo contro melodia nel Cantagiro '63	1963	tt0164215	DVD5	ITA	PAL	1h13m54s	TV	longer than SNC version	263	false
Ursus, il terrore dei kirghisi	1964	tt0058712	DVD5	ITA/ENGsub/FREsub	PAL	1h30m38s	DVD	none	438	false
Vahsi kan (Turkish First Blood)	1983	tt0183958	DVD5	TUR/ENGhardsub	PAL	1h10m20s	VHS	none	583	false
Vai killer!	1976	tt0124348	DVD5	ITA	PAL	---	VHS	none	261	false
Venni vidi e m'arrapaoh	1984	tt0215326	DVD5	ITA	PAL	---	VHS	none	11	false
Vermisat	1975	tt0216339	DVD5	ITA	PAL	1h22m35s	Master	none	260	false
Viaggiatori del tempo	1964	tt0058659	DVD5	ITA/ENG/ITAsub	PAL	1h20m08s	DVD	full DVD	379	false
Viaggio al centro del tempo	1967	tt0061850	DVD5	ITA/ENG	PAL	1h18m52s	DVD	full DVD	370	false
Vietato ai minori	1992	tt0181885	DVD5	ITA	PAL	1h41m39s	VHS	none	285	false
Vietnam, guerra e pace	1968	tt0216360	DVD5	ITA	PAL	1h17m11s	VHS	none	771	false
Violenza armata a San Francisco	1973	tt0073078	DVD5	ITA	PAL	1h20m46s	DVD	full DVD	618	false
Vita segreta di una diciottenne	1969	tt0065183	DVD5	ITA	PAL	1h01m21s	Telecine	none	130	false
Viveva per uccidere, uccideva per vivere...	1970	tt0065630	DVD5	ITA	PAL	1h22m46s	VHS	none	517	false
Wan Chung colpisce ancora	1972	tt0200017	DVD5	ITA	PAL	1h23m49s	Telecine	[ASIA]	274	false
Wanted Johnny Texas	1967	tt0062470	DVD5	ITA	PAL	1h25m24s	VHS	none	295	false
Warning from Space (aka Space Men Appear in Tokyo)	1956	tt0049900	DVD5	JAP/ENG/ENGsub	NTSC	1h26m34s	DVD	full DVD + extras	0	false
Watang! Nel favoloso impero dei mostri	1964	tt0058379	DVD5	ITA/JAP	PAL	1h23m49s	DVD	[ASIA] retail DVD	0	false
Watari, ragazzo prodigio	1966	tt0202095	DVD5	ITA/JAP	PAL	1h26m31s	DVD	[ASIA] full DVD	542	false
Who Killed Captain Alex?	2010	tt1813757	DVD5	ENG/ENGsub	PAL	1h08m33s	DVD	MP4 bundle + extras	497	false
Yankee	1966	tt0059924	DVD9	ITA/GER/ENGsub	PAL	1h33m23s	DVD	full Koch DVD + extras	389	false
Yeti il gigante del 20° secolo	1977	tt0076937	DVD5	ITA/ENG	PAL	1h48m34s	U-matic	none	41	false
Yilmayan seytan (The deathless devil)	1973	tt0185027	DVD9	TUR/ENGsub	PAL	---	DVD	none	136	false
Yokai Monsters - 100 Monsters	1968	tt0200301	DVD5	JAP/ENGsub	NTSC	1h19m59s	DVD	[ASIA] full DVD + extras	558	false
Yokai Monsters - Along with Ghosts	1969	tt0202627	DVD5	JAP/ENGsub	NTSC	1h19m23s	DVD	[ASIA] full DVD + extras	560	false
Yokai Monsters - Spook Warfare	1968	tt0164402	DVD5	JAP/ENGsub	NTSC	1h19m56s	DVD	[ASIA] full DVD + extras	559	false
Zagor: Kara Bela	1971	tt0320785	DVD5	TUR/ITAsub/ENGsub	PAL	1h14m33s	DVD	full DVD + extras	753	false
Zagor: Kara Korsanin Hazineleri	1971	tt0392934	DVD5	TUR/ITAsub/ENGsub	PAL	1h18m07s	DVD	full DVD + extras	757	false
Zappaterra	1985	NOimdb	DVD5	ITA	PAL	---	Super8	none	56	false
Zenabel	1969	tt0065240	DVD9	ITA	PAL	1h43m07s	Telecine + DVD	custom uncut mux	391	false
Zuma	1985	tt0346179	DVD5	TAG/ENGsub	NTSC	2h10m58s	VHS	[ASIA]	633	false
Zuma 2: Hell Serpent	1987	tt0273080	DVD5	ENG/ZHhardsub	NTSC	2h02m46s	VHS	[ASIA]	634	false
Questo sporco mondo meraviglioso	1971	tt0197790	DVD5	ITA	PAL	1h38m42s	Telecine	none	772	false
Intersesso	1981	tt0360673	DVD5	ITA	PAL	1h33m34s	Telecine	none	774	false
Seytan (Turkish Exorcist)	1974	tt0072148	DVD5	TUR/ITAsub/ENGsub/FREsub	PAL	1h39m20s	DVD	full DVD + extras	775	false
